joylashuv;xonalar;maydon;qavat;bino_qavati;narx
Uchtepa;3;80;12;12;40000
Chilonzor;3;60;1;5;53500
Mirzo Ulugbek;4;187;2;5;210000
Mirobod;4;112;4;9;87000
Yunusobod;1;50;7;9;37400
Chilonzor;2;52;3;4;42500
Yunusobod;4;100;4;4;72500
Mirobod;3;61;4;4;60000
Yangihayot;3;56;5;7;41000
Mirzo Ulugbek;1;47;2;9;42000
Yakkasaroy;2;48;5;9;23000
Yunusobod;3;72;3;4;68000
Yakkasaroy;1;33;4;5;32000
Uchtepa;5;27,7;1;1;85000
Olmzor;4;80;2;4;47000
Shayhontohur;3;83;3;9;44500
Mirzo Ulugbek;2;57,85;2;7;38600
Yunusobod;4;83;3;5;55500
Chilonzor;5;190;1;9;150000
Mirzo Ulugbek;3;64;3;5;47000
Mirzo Ulugbek;2;55;2;4;35000
Sergeli;3;78;8;9;42000
Mirzo Ulugbek;2;60;3;5;38000
Yunusobod;3;90,18;4;5;46500
Yunusobod;3;70;3;4;47000
Chilonzor;2;42;1;3;35000
Uchtepa;1;26,4;1;4;18500
Mirobod;2;54;2;4;65000
Mirobod;4;98;5;9;106000
Chilonzor;2;48;2;4;35500
Yakkasaroy;2;78;4;8;100000
Chilonzor;2;57;8;9;35000
Yakkasaroy;4;135;5;6;70000
Shayhontohur;4;172;2;4;150000
Mirobod;2;54;3;4;39900
Yakkasaroy;2;48;5;9;23000
Shayhontohur;3;82;2;8;115000
Olmzor;3;125;1;8;115000
Yunusobod;2;57;6;9;68000
Mirobod;2;60;4;9;79000
Mirobod;2;56;4;4;60000
Mirobod;2;112;9;9;90000
Mirobod;3;68;9;9;90000
Chilonzor;2;55;1;4;31500
Mirobod;3;105;1;5;90000
Mirobod;4;232;7;12;340000
Yunusobod;2;45;2;5;39500
Yakkasaroy;3;91;6;8;135000
Shayhontohur;4;200;5;9;150000
Mirzo Ulugbek;4;124;1;10;155000
Yunusobod;1;38;4;5;25500
Yakkasaroy;1;38;2;5;26700
Chilonzor;2;50;1;4;38000
Mirobod;2;65;3;9;54000
Yunusobod;3;80;3;7;72000
Yashnobod;2;65;4;9;55000
Mirobod;3;75;2;4;74000
Yakkasaroy;2;40;1;4;37000
Uchtepa;4;100;1;4;57700
Mirobod;3;90;7;9;77000
Yunusobod;3;100;4;8;88000
Yakkasaroy;2;48;5;9;23000
Mirobod;4;120;5;9;145000
Yakkasaroy;4;200;4;8;250000
Yunusobod;3;65;3;4;76000
Mirzo Ulugbek;2;59;4;8;42000
Yakkasaroy;2;64;1;5;42000
Chilonzor;4;105;6;9;60000
Chilonzor;3;78;7;9;55000
Yakkasaroy;4;100;6;9;70000
Chilonzor;3;78;5;9;50000
Chilonzor;2;80;8;8;48000
Yakkasaroy;2;48;5;9;23000
Yakkasaroy;2;51;1;5;57000
Yakkasaroy;3;75;3;9;53500
Yakkasaroy;1;39;1;5;27500
Yakkasaroy;2;48;5;9;23000
Yunusobod;4;90;4;5;56000
Yakkasaroy;1;39;2;5;26700
Yakkasaroy;2;48;5;9;23000
Uchtepa;3;72;3;9;45500
Yakkasaroy;2;98;6;9;160000
Mirzo Ulugbek;3;78;5;5;38000
Yunusobod;2;60;2;4;75000
Chilonzor;2;50;2;4;36000
Yunusobod;1;38;4;4;26500
Yunusobod;1;38;4;4;26500
Yashnobod;3;62;6;7;58000
Bektemir;3;71,2;6;9;27500
Yunusobod;2;65;4;4;38000
Mirobod;2;65;4;9;79000
Yakkasaroy;2;56;4;8;36000
Sergeli;2;70;4;9;29500
Mirzo Ulugbek;2;50;3;4;33000
Olmzor;3;69,46;1;4;39000
Sergeli;5;120;6;9;105000
Yakkasaroy;2;48;5;9;23000
Yashnobod;3;83;2;6;38663
Mirzo Ulugbek;3;125;9;25;193000
Mirzo Ulugbek;2;90;9;25;135500
Chilonzor;3;65;3;4;37000
Olmzor;4;215;10;25;330000
Mirobod;4;95;6;9;70000
Uchtepa;2;52;3;4;37000
Chilonzor;2;48;3;4;33500
Mirobod;1;33;2;5;30000
Chilonzor;2;52;2;5;37500
Mirobod;3;85;1;9;85000
Olmzor;3;82;3;9;48000
Uchtepa;2;52;3;4;40000
Yakkasaroy;2;45;1;4;40000
Chilonzor;2;57;4;4;37500
Chilonzor;2;50;2;5;37500
Chilonzor;2;50;1;5;36000
Chilonzor;1;42;2;5;29500
Chilonzor;1;34;3;4;28500
Chilonzor;1;42;4;5;25500
Uchtepa;2;54;3;4;37500
Chilonzor;2;53;2;4;34000
Yakkasaroy;1;38;2;5;26700
Yashnobod;1;39;5;5;23500
Yashnobod;3;69;5;5;50000
Uchtepa;2;48;1;4;37000
Yakkasaroy;2;60;4;4;75000
Olmzor;2;56;2;4;36000
Yashnobod;2;50;1;3;28000
Uchtepa;2;48;3;4;38000
Uchtepa;1;26;1;4;19000
Mirzo Ulugbek;3;70;9;9;48000
Yashnobod;1;20;2;4;15500
Chilonzor;2;52;1;4;49000
Yashnobod;3;70;9;9;35900
Yunusobod;2;55;1;2;26500
Chilonzor;1;28;2;2;21500
Chilonzor;2;45;1;4;42000
Yunusobod;2;54;1;4;38500
Yakkasaroy;2;60;1;4;56000
Yashnobod;4;107;9;12;62000
Yunusobod;2;65;2;4;38500
Chilonzor;2;45;3;4;37500
Yunusobod;2;56;3;4;39000
Yunusobod;2;55;1;9;41000
Yakkasaroy;2;48;5;9;23000
Mirzo Ulugbek;3;85;4;4;88000
Yunusobod;2;58;2;4;41000
Chilonzor;2;48;1;4;40000
Uchtepa;3;68;2;4;40000
Yunusobod;3;70;3;4;75000
Yunusobod;2;65;5;9;42000
Chilonzor;2;50;2;4;36500
Yunusobod;2;60;3;5;44000
Shayhontohur;3;110;3;7;105000
Shayhontohur;4;100;1;9;77501
Yunusobod;2;50;4;4;33000
Yunusobod;2;58;2;5;35000
Chilonzor;2;48;3;4;42000
Chilonzor;4;72;2;4;67000
Yunusobod;2;83;1;9;63000
Mirzo Ulugbek;4;141;3;9;93000
Uchtepa;4;80;5;5;57000
Mirobod;3;160;4;9;198000
Yakkasaroy;3;92;12;16;50000
Sergeli;3;57;5;7;45500
Sergeli;4;140;5;5;45000
Yunusobod;3;86;4;4;48000
Yakkasaroy;2;60;3;4;55000
Yakkasaroy;3;84;4;4;55000
Mirobod;4;175;7;12;125000
Yunusobod;3;72;1;4;68000
Uchtepa;2;72;5;12;40000
Mirobod;2;55;1;4;35000
Mirzo Ulugbek;2;60;1;9;58000
Yakkasaroy;3;290;1;5;270000
Yakkasaroy;3;93;5;8;98000
Yashnobod;1;36;1;9;22000
Yunusobod;3;105;1;6;107000
Sergeli;4;104;2;9;68000
Mirobod;3;85;7;9;64000
Mirzo Ulugbek;2;38;4;5;33000
Yunusobod;1;38;3;4;42000
Shayhontohur;2;65;3;4;56500
Mirobod;4;200;4;5;125000
Shayhontohur;1;70;6;7;57500
Mirzo Ulugbek;2;52;2;4;31000
Yashnobod;3;66;3;4;39500
Yunusobod;1;21;4;4;12500
Mirobod;2;65;1;2;29000
Yakkasaroy;2;48;5;9;23000
Mirzo Ulugbek;2;82;4;6;125000
Olmzor;3;80;3;4;46000
Olmzor;2;60;4;5;33000
Chilonzor;1;36;1;4;22500
Mirzo Ulugbek;1;34;3;3;20000
Chilonzor;2;56;2;4;33000
Yunusobod;4;83;5;5;55000
Shayhontohur;3;67;1;5;47000
Shayhontohur;2;31;3;3;40000
Olmzor;3;73,8;5;5;45000
Shayhontohur;2;58;5;12;37000
Yunusobod;2;50;3;4;31500
Yunusobod;3;76;4;9;60000
Yunusobod;2;54;3;4;31000
Mirobod;2;36;1;2;24500
Yashnobod;5;112;3;9;88000
Chilonzor;3;60;3;4;40000
Mirzo Ulugbek;2;46;3;5;35000
Mirzo Ulugbek;1;17;3;4;17500
Yakkasaroy;2;45;1;4;40000
Mirobod;3;110;2;7;165000
Uchtepa;1;26;1;4;19000
Shayhontohur;3;96;4;5;87000
Yunusobod;3;78;7;9;55000
Yunusobod;1;45;4;5;27000
Yashnobod;2;55;2;5;30800
Mirobod;3;75;3;4;75000
Mirzo Ulugbek;1;30;5;5;20500
Mirzo Ulugbek;3;75;1;5;56000
Chilonzor;3;70;5;9;51500
Mirzo Ulugbek;1;35;3;4;23000
Mirzo Ulugbek;3;55;4;4;65000
Uchtepa;2;40;4;4;31000
Mirzo Ulugbek;2;60;5;9;40000
Yashnobod;2;60;5;9;48000
Chilonzor;3;78;7;9;55000
Chilonzor;4;125;6;9;250000
Yunusobod;3;85;1;9;82000
Mirzo Ulugbek;2;52;2;5;33000
Yunusobod;3;96;4;9;88000
Shayhontohur;2;65;3;4;36000
Mirobod;3;100;7;9;78000
Mirobod;4;110;5;8;145000
Olmzor;2;56;2;5;38000
Yashnobod;3;105;2;8;65500
Mirzo Ulugbek;2;43,9;1;4;53000
Mirzo Ulugbek;2;50;1;4;30299
Uchtepa;4;78;4;4;52000
Uchtepa;2;48;1;4;34800
Shayhontohur;2;57;2;9;40000
Yunusobod;3;89;7;9;56000
Shayhontohur;2;60;9;9;36000
Mirzo Ulugbek;2;38;5;5;27500
Yunusobod;3;72;7;9;46000
Mirzo Ulugbek;2;51;4;4;33500
Shayhontohur;3;70;2;9;44000
Mirzo Ulugbek;3;80;3;4;125000
Yashnobod;3;164;6;6;299000
Yakkasaroy;2;53;5;8;43000
Yakkasaroy;5;182;7;8;160000
Shayhontohur;3;78;3;4;61000
Yunusobod;3;70;4;4;54000
Chilonzor;3;120;2;8;160000
Yakkasaroy;4;250;4;8;250000
Olmzor;1;41;4;4;23000
Mirobod;3;75;8;9;65000
Yunusobod;2;62;7;9;43000
Yunusobod;2;55;1;9;41000
Yakkasaroy;1;38;5;5;30500
Yashnobod;2;46;5;8;31000
Mirzo Ulugbek;5;150;1;2;97000
Mirobod;5;120;7;9;110000
Yakkasaroy;2;82;4;8;75500
Mirobod;4;183;5;7;300000
Shayhontohur;3;78;8;12;45000
Yunusobod;3;100;1;4;68000
Mirobod;1;43;5;16;36000
Uchtepa;3;68;4;5;42800
Mirzo Ulugbek;1;25,3;3;4;14500
Mirzo Ulugbek;2;35;5;5;32000
Yashnobod;2;56;2;2;32500
Olmzor;4;90;3;4;48000
Mirzo Ulugbek;3;72;4;5;67000
Mirobod;2;62;9;9;46000
Uchtepa;2;60;3;5;33500
Yunusobod;2;54;1;4;38500
Yunusobod;2;54;2;4;36000
Mirzo Ulugbek;2;54;5;5;50000
Yunusobod;2;57;9;9;36000
Olmzor;5;125;6;9;110000
Yakkasaroy;3;80;4;5;56000
Shayhontohur;3;75;8;9;53000
Olmzor;3;75;6;9;54000
Yunusobod;3;77;2;5;50000
Yunusobod;2;55;4;4;34000
Yunusobod;4;90;9;9;45000
Olmzor;2;58;5;9;29500
Chilonzor;3;60;1;4;42000
Shayhontohur;3;90;12;12;37000
Mirzo Ulugbek;3;79;3;4;54000
Yakkasaroy;2;64;1;5;42000
Yunusobod;2;50;3;4;37500
Mirobod;4;90;2;4;95000
Olmzor;3;70;2;4;41000
Mirzo Ulugbek;5;136;2;8;129900
Yashnobod;2;54;7;9;34000
Sergeli;2;57;2;9;18000
Uchtepa;3;80;4;4;50000
Mirzo Ulugbek;4;95;9;9;51000
Yakkasaroy;5;115;4;5;75000
Shayhontohur;2;60;6;12;35000
Yunusobod;4;82;1;4;55000
Yashnobod;1;40;2;5;19500
Yunusobod;3;71;2;4;75000
Mirobod;2;56;2;4;42000
Chilonzor;3;68;3;4;42000
Mirobod;2;58;2;9;56500
Yashnobod;3;71;2;4;45000
Mirzo Ulugbek;4;92;3;5;45000
Olmzor;3;82;3;9;46000
Yunusobod;3;135;3;7;200000
Mirobod;4;148;8;9;230000
Mirobod;3;110;6;8;330000
Mirzo Ulugbek;5;191;8;9;139900
Shayhontohur;2;78;1;8;114900
Yashnobod;3;80;5;7;104900
Mirobod;3;75;2;10;125000
Mirobod;3;105;1;5;92000
Yakkasaroy;3;115;3;7;230000
Yunusobod;1;65;8;9;43000
Yunusobod;3;131,4;2;7;250000
Olmzor;3;79,86;4;8;68000
Mirzo Ulugbek;3;75;3;4;69000
Mirzo Ulugbek;3;71;2;9;52000
Uchtepa;2;84;3;7;68000
Sergeli;5;120;6;9;113500
Mirzo Ulugbek;2;65;2;4;40000
Mirobod;3;80;2;4;83500
Yakkasaroy;3;115;4;9;128500
Chilonzor;4;105;6;9;60000
Chilonzor;3;78;5;9;50000
Mirobod;3;70;5;5;28500
Uchtepa;2;52;1;4;51000
Yakkasaroy;3;115;1;8;77999
Yakkasaroy;2;68;8;9;46999
Mirzo Ulugbek;3;82;4;4;88000
Shayhontohur;3;70;2;4;56000
Yakkasaroy;3;71;2;4;62500
Olmzor;3;75;2;9;53000
Chilonzor;3;59;3;5;49500
Yashnobod;1;47;5;8;28000
Mirobod;2;62;4;4;60000
Mirobod;1;42;2;9;37000
Yunusobod;3;70;3;4;75000
Shayhontohur;5;150;3;12;103000
Yunusobod;5;140;3;9;98000
Chilonzor;2;41;4;4;30000
Chilonzor;2;52;2;4;37900
Yunusobod;3;70;2;4;60000
Chilonzor;2;58;3;4;53500
Chilonzor;3;87;2;4;70000
Yunusobod;2;60;3;4;42000
Yunusobod;2;56;3;4;39000
Yunusobod;2;48;3;4;39000
Yunusobod;2;54;2;4;37000
Yashnobod;1;20;2;4;15500
Yunusobod;2;57;9;9;37000
Sergeli;2;52;1;4;43000
Mirzo Ulugbek;4;72;5;5;43000
Mirzo Ulugbek;2;50;1;5;45000
Mirzo Ulugbek;1;30;2;4;24000
Chilonzor;2;65;4;9;47000
Mirzo Ulugbek;1;30;2;4;30000
Mirzo Ulugbek;1;22;3;4;21000
Mirzo Ulugbek;2;58;2;9;42000
Yakkasaroy;2;60;4;4;75000
Yunusobod;3;90;2;5;75000
Sergeli;5;120;9;9;52000
Mirobod;3;75;6;9;110000
Yakkasaroy;2;60;4;4;75000
Chilonzor;3;70;1;4;46500
Chilonzor;1;40;4;4;24000
Chilonzor;1;40;5;5;25800
Uchtepa;1;36;4;4;23500
Chilonzor;1;36;1;5;27000
Chilonzor;2;50;1;5;36500
Mirzo Ulugbek;2;50;5;5;36000
Yunusobod;5;120;2;9;62000
Chilonzor;2;50;4;4;33500
Chilonzor;2;50;2;5;36000
Chilonzor;2;70;4;5;36500
Mirzo Ulugbek;3;95;5;5;50000
Mirzo Ulugbek;4;140;9;9;95000
Mirzo Ulugbek;3;70;3;5;42000
Mirzo Ulugbek;5;100;4;4;48000
Shayhontohur;5;232;7;8;258001
Mirzo Ulugbek;2;50;4;4;40500
Yunusobod;5;183,5;4;5;203000
Mirobod;5;116;5;9;83000
Yunusobod;2;38;3;4;30500
Shayhontohur;2;65;9;9;33000
Uchtepa;4;116;4;4;56500
Chilonzor;2;47;2;4;29000
Uchtepa;2;50;4;4;29500
Yakkasaroy;3;89;3;3;74999
Yunusobod;4;109;5;5;49000
Olmzor;4;107;5;5;48000
Mirobod;5;110;8;9;85000
Yakkasaroy;2;65;9;9;90000
Chilonzor;1;36;1;4;26500
Mirzo Ulugbek;4;86;3;4;50000
Mirobod;4;100;5;9;105000
Olmzor;2;68;4;7;56000
Olmzor;1;43;2;4;27000
Olmzor;1;43;2;5;31500
Uchtepa;4;84;5;5;57000
Yashnobod;2;62;2;7;52000
Chilonzor;2;60;4;4;33500
Yashnobod;4;120;1;9;34500
Yakkasaroy;1;30;3;5;32000
Mirzo Ulugbek;3;75;4;9;46000
Mirzo Ulugbek;2;45;5;5;38000
Uchtepa;4;88;4;5;53000
Mirobod;3;73;5;9;65000
Yakkasaroy;3;80;4;5;56000
Yakkasaroy;2;64;1;5;42000
Mirobod;3;103;6;9;100000
Yashnobod;2;55;2;4;53000
Yashnobod;3;80;1;12;41000
Uchtepa;2;48;2;4;32000
Chilonzor;3;75;1;4;56500
Yunusobod;4;98;6;9;54000
Chilonzor;1;36;3;4;27000
Mirobod;2;70;6;9;93000
Sergeli;3;77;1;5;85000
Yashnobod;1;42;9;9;19000
Chilonzor;2;65;1;4;67000
Yunusobod;4;87;3;5;66000
Yunusobod;2;60;3;4;78000
Yakkasaroy;4;100;1;5;70500
Chilonzor;3;67;4;4;45000
Chilonzor;4;100;3;9;58000
Shayhontohur;4;80;2;4;75000
Yunusobod;1;23,7;4;4;18500
Yakkasaroy;2;57;3;4;55000
Mirobod;4;167;2;4;210000
Yakkasaroy;4;98;5;9;106000
Yakkasaroy;2;72;1;5;73500
Mirobod;2;51;4;4;50000
Olmzor;1;42;2;4;27000
Yunusobod;2;55;1;2;26500
Shayhontohur;4;99,3;4;9;77500
Yakkasaroy;2;42;1;2;37000
Mirzo Ulugbek;2;58;6;9;33500
Yakkasaroy;3;65;1;4;72000
Mirzo Ulugbek;2;50;5;5;32000
Yakkasaroy;2;50;2;2;44500
Mirzo Ulugbek;2;54;4;4;31000
Yunusobod;1;40,2;5;9;28000
Mirzo Ulugbek;2;54;4;4;31000
Shayhontohur;1;45;7;9;27000
Mirzo Ulugbek;2;50;1;4;31000
Mirzo Ulugbek;2;60;8;9;40000
Mirzo Ulugbek;4;71;4;4;50000
Mirobod;3;68;9;9;90000
Mirzo Ulugbek;1;30;2;4;22500
Yunusobod;1;47;5;9;36000
Mirzo Ulugbek;3;74;2;9;58000
Yakkasaroy;3;90;3;3;75000
Yunusobod;4;96;2;4;75000
Yunusobod;2;69,7;9;9;75900
Yakkasaroy;2;61;2;3;67000
Mirzo Ulugbek;3;70;5;9;61000
Mirzo Ulugbek;3;75;3;4;68000
Mirzo Ulugbek;4;80;5;5;47000
Yakkasaroy;2;54;3;4;65000
Uchtepa;2;44;4;5;36000
Mirobod;2;45;6;9;58000
Mirobod;3;112;2;8;165000
Chilonzor;2;50;4;4;33000
Yakkasaroy;2;64;1;5;420000
Yakkasaroy;2;53;4;5;46000
Chilonzor;1;30;1;4;27000
Olmzor;2;60;3;4;40500
Chilonzor;2;55;5;9;30000
Yakkasaroy;2;53;5;8;43000
Mirzo Ulugbek;1;51;5;9;55000
Yunusobod;1;42;4;5;28000
Mirzo Ulugbek;2;45;1;4;35500
Chilonzor;1;28;3;4;644000
Yakkasaroy;1;35;3;5;35000
Olmzor;1;42;4;4;22500
Yunusobod;2;64;1;4;37200
Chilonzor;4;105;4;6;60000
Chilonzor;1;43;4;9;23500
Chilonzor;2;46;3;4;25000
Mirobod;6;130;7;9;130000
Yunusobod;2;60;1;9;68000
Yunusobod;2;43;5;9;24000
Chilonzor;1;28;2;2;21500
Chilonzor;1;30;3;4;26200
Yunusobod;5;103;1;4;74000
Yunusobod;4;80;2;4;52500
Yakkasaroy;2;48;1;4;39000
Chilonzor;2;60;4;9;31500
Yakkasaroy;1;32;2;4;40000
Mirobod;3;120;2;8;165000
Yakkasaroy;1;28;1;4;34000
Yunusobod;3;80;2;4;61500
Yashnobod;3;58;2;2;23000
Chilonzor;2;60;4;4;32000
Chilonzor;2;60;2;5;33500
Chilonzor;2;54;2;5;36500
Chilonzor;2;50;4;4;33500
Chilonzor;2;50;2;4;33500
Sergeli;2;70;3;7;35200
Chilonzor;1;42;2;4;28000
Chilonzor;1;42;3;5;27500
Chilonzor;1;36;3;4;25500
Uchtepa;3;70;5;12;57500
Uchtepa;2;58;1;5;43000
Chilonzor;2;60;1;4;39000
Uchtepa;2;52;3;5;37000
Chilonzor;2;50;4;4;35000
Uchtepa;4;74;3;4;73000
Chilonzor;1;30;2;4;28200
Chilonzor;3;90;7;9;52500
Mirobod;3;75;7;9;65000
Yashnobod;2;56;4;9;45000
Sergeli;4;90,54;1;3;70000
Yakkasaroy;1;39;1;5;27500
Yunusobod;4;90;2;4;64000
Uchtepa;2;54;3;5;34500
Mirobod;4;120;6;9;84000
Mirzo Ulugbek;2;57;5;5;45000
Mirzo Ulugbek;2;59;3;5;43000
Shayhontohur;3;70;1;4;65000
Yakkasaroy;4;90;4;4;85000
Yashnobod;1;20;2;4;14000
Chilonzor;1;35;4;4;28000
Yakkasaroy;1;39;1;5;27500
Olmzor;2;52;2;4;30000
Chilonzor;2;65;9;9;35000
Mirzo Ulugbek;1;20;4;4;13500
Yunusobod;3;72;1;9;52500
Yakkasaroy;4;94;4;4;75000
Mirobod;4;100;4;9;85000
Mirzo Ulugbek;1;35;2;4;28000
Yashnobod;2;50;2;4;31000
Yashnobod;3;75;7;9;45700
Yashnobod;2;65;4;8;41000
Yunusobod;3;75;2;4;59000
Yashnobod;3;75;8;9;41000
Yashnobod;4;120;2;4;116000
Mirzo Ulugbek;3;75;6;9;46000
Yashnobod;2;70;4;5;46000
Mirzo Ulugbek;3;72;3;5;58000
Yashnobod;1;35;7;9;20000
Mirzo Ulugbek;3;75;7;9;46500
Mirzo Ulugbek;5;200;6;9;138000
Mirzo Ulugbek;2;60;4;9;47000
Mirzo Ulugbek;2;60;8;9;48000
Yunusobod;2;58;3;4;38000
Mirzo Ulugbek;1;35;5;5;34555
Yashnobod;3;95;7;9;48000
Yashnobod;3;85;6;9;47500
Yashnobod;4;110;1;9;55000
Mirzo Ulugbek;1;33;1;5;26000
Mirzo Ulugbek;1;35;1;5;32000
Mirobod;4;110;5;9;115000
Yashnobod;3;75;6;9;45000
Mirzo Ulugbek;3;77;1;4;65000
Yashnobod;4;100;6;9;85000
Yashnobod;4;120;2;4;110000
Yashnobod;2;60;3;4;41700
Mirzo Ulugbek;2;55;3;5;42500
Mirobod;4;160;4;9;205000
Yunusobod;4;120;1;9;72000
Yunusobod;4;120;1;9;72222
Mirobod;1;40;1;9;47000
Mirzo Ulugbek;2;60;6;7;43000
Yakkasaroy;3;87;3;8;87000
Yunusobod;1;36;1;4;47000
Yunusobod;1;45;1;4;47000
Yashnobod;3;72;4;5;37000
Mirzo Ulugbek;2;60;3;4;65000
Mirobod;2;55;4;4;57500
Yunusobod;3;63;2;5;59000
Uchtepa;2;44;4;5;36000
Mirzo Ulugbek;2;65;4;9;49500
Chilonzor;2;52;1;4;31500
Chilonzor;2;42;4;4;34500
Shayhontohur;3;78;3;4;65000
Uchtepa;2;58;3;5;40000
Mirzo Ulugbek;4;90;4;5;58000
Mirzo Ulugbek;3;65;2;5;55500
Mirzo Ulugbek;2;35;4;4;35000
Olmzor;4;140;5;5;105000
Mirobod;3;90;5;5;57000
Mirzo Ulugbek;2;50;1;4;41000
Yakkasaroy;3;80;4;5;56000
Shayhontohur;3;68;2;5;45000
Chilonzor;3;65;1;5;51000
Sergeli;1;37;5;9;19000
Chilonzor;3;115;1;8;110000
Shayhontohur;4;118;1;8;115000
Yashnobod;2;56;4;9;42000
Mirobod;2;53;6;10;74200
Mirobod;1;52;7;9;46000
Yunusobod;3;107;10;13;80000
Chilonzor;1;30;2;4;33000
Chilonzor;3;58;3;4;56000
Mirzo Ulugbek;5;99;1;4;53700
Mirzo Ulugbek;1;30;2;4;29500
Yakkasaroy;3;68;5;5;56000
Yunusobod;2;51;4;5;32500
Mirzo Ulugbek;2;60;4;4;62000
Mirzo Ulugbek;1;22;3;4;21000
Yakkasaroy;2;55;13;13;33500
Yakkasaroy;5;196;3;7;170000
Yunusobod;3;107;10;13;80000
Yunusobod;2;43;3;4;54000
Chilonzor;1;42;3;4;26000
Chilonzor;2;47;4;4;28000
Olmzor;1;42;2;4;25000
Yunusobod;3;60;1;4;38500
Olmzor;2;78;4;7;55000
Yakkasaroy;2;43;5;16;39000
Yakkasaroy;2;64;1;5;42000
Mirobod;1;33;5;5;33000
Yunusobod;3;78;1;5;60000
Mirzo Ulugbek;1;34;1;4;35500
Mirzo Ulugbek;4;78;2;5;53500
Yunusobod;2;61;5;5;35000
Chilonzor;3;78;3;9;50000
Chilonzor;1;30;1;4;25000
Yunusobod;1;45;5;5;24000
Shayhontohur;4;100;8;9;63000
Yunusobod;3;72;4;4;53000
Olmzor;1;42;1;5;27000
Chilonzor;3;72;8;9;65000
Uchtepa;1;33;3;4;23700
Uchtepa;1;33;1;4;23000
Yashnobod;3;160;6;8;219000
Mirzo Ulugbek;3;65;4;5;40000
Mirobod;1;33;5;5;33000
Chilonzor;1;26;4;4;33000
Yakkasaroy;3;83;2;4;77000
Sergeli;2;69;2;4;45000
Chilonzor;1;31;1;5;24000
Yakkasaroy;2;64;1;5;42000
Mirzo Ulugbek;3;70;4;5;52500
Yakkasaroy;3;85;5;5;65000
Chilonzor;3;120;2;4;160000
Yunusobod;2;50;4;4;31500
Yunusobod;5;110;7;9;59900
Yashnobod;3;72;5;9;36500
Uchtepa;2;49;1;4;31500
Uchtepa;4;90;1;4;80000
Shayhontohur;2;57;3;4;40000
Shayhontohur;7;320;7;7;130000
Uchtepa;2;70;2;9;42967
Olmzor;1;42;2;4;27000
Chilonzor;3;75;3;4;65000
Yakkasaroy;3;70;3;4;68000
Uchtepa;4;80;5;5;40500
Chilonzor;3;90;6;12;55000
Mirobod;10;456;3;7;800000
Mirzo Ulugbek;2;56;3;5;32000
Chilonzor;2;42;2;4;33000
Mirzo Ulugbek;4;93;3;5;60000
Chilonzor;3;72;3;5;40000
Yakkasaroy;5;116;3;9;90000
Yakkasaroy;1;39;1;5;27500
Yakkasaroy;5;109;3;5;80000
Yashnobod;2;60;2;5;46000
Mirobod;3;75;8;9;76000
Yashnobod;1;40;8;9;19800
Olmzor;3;64;6;9;42000
Mirobod;1;47;6;9;58000
Mirobod;2;60;3;4;75000
Mirobod;1;45;3;4;52000
Yakkasaroy;2;53;4;5;52000
Chilonzor;3;54;4;4;38000
Chilonzor;1;32;4;5;24000
Mirzo Ulugbek;2;55;4;4;31000
Yunusobod;3;103;5;5;50000
Mirzo Ulugbek;2;62;2;4;33000
Sergeli;1;41,5;9;9;17871
Olmzor;1;42;4;5;25000
Mirzo Ulugbek;2;65;3;9;57000
Sergeli;4;100;9;9;50000
Yunusobod;2;52;3;4;59000
Yangihayot;2;28;1;4;23000
Mirzo Ulugbek;1;35;2;2;20500
Uchtepa;2;45,09;1;9;30500
Chilonzor;3;70;1;4;42000
Olmzor;3;65;6;9;50000
Shayhontohur;3;65;6;9;50000
Yakkasaroy;1;37;3;10;29000
Uchtepa;1;37;2;4;27500
Yashnobod;2;60;4;9;52000
Uchtepa;1;36;2;4;25700
Yashnobod;3;55;4;4;24000
Yakkasaroy;2;60,7;1;5;57000
Yunusobod;4;100;7;9;50000
Uchtepa;1;37;1;4;28500
Sergeli;1;18;2;4;13500
Chilonzor;1;30;2;4;26500
Chilonzor;2;38,17;2;4;35000
Yashnobod;1;37,29;9;9;20000
Yunusobod;2;71;3;6;62000
Chilonzor;1;36;3;5;25500
Chilonzor;1;42;1;5;28500
Chilonzor;1;40;2;5;25500
Chilonzor;2;58;4;4;36500
Chilonzor;2;62;4;4;36500
Chilonzor;2;50;3;5;34500
Chilonzor;2;48;2;4;35500
Chilonzor;2;48;2;5;35000
Olmzor;3;76;3;5;65000
Yakkasaroy;3;80;4;5;56000
Olmzor;4;170;3;9;130000
Yakkasaroy;5;217;6;8;217000
Chilonzor;4;135;4;4;95000
Yunusobod;1;18;1;4;12500
Mirobod;4;95;6;9;70000
Yashnobod;2;71;7;9;42000
Shayhontohur;1;40;4;4;28000
Olmzor;4;130;2;4;110000
Shayhontohur;4;110;12;12;68000
Uchtepa;4;80;3;5;52500
Uchtepa;4;93;4;4;77000
Chilonzor;2;50;2;4;33000
Mirobod;3;85;1;9;85000
Mirzo Ulugbek;3;75;3;4;51000
Sergeli;3;82;8;9;36000
Yakkasaroy;3;105;4;9;150000
Shayhontohur;3;85;4;12;53000
Yakkasaroy;2;64;1;5;42000
Yunusobod;3;70;4;4;43500
Uchtepa;3;79;3;4;67000
Yashnobod;2;48;3;4;31000
Mirobod;2;63;2;9;56000
Olmzor;2;68;4;7;55000
Yunusobod;1;42;2;4;62000
Shayhontohur;6;420;7;7;200000
Yashnobod;2;55;1;8;42000
Yunusobod;1;50;7;9;38000
