Gap,Class
Har bir bilim sizni o‘z orzularingizga yaqinlashtiradi,1
O‘rganish jarayonida xatolarni qabul qilish – bu muvaffaqiyatning bir qismidir,1
Har bir yangi bilim o‘zgarishga olib keladi,1
Sog‘lom tana – baxtli ruhning asosidir,1
Yaxshi ovqatlanish va jismoniy faoliyat hayotning sifatini oshiradi,1
Sog‘lom turmush tarzini yaratish – sog‘likni saqlashning eng yaxshi yo‘lidir,1
Har doim o‘z sog‘lig‘ingizga e’tibor bering,1
Yaxshi uyqu va dam olish sizni yanada baxtli qiladi,1
Jismoniy mashqlar kayfiyatni yuksaltiradi va energiya beradi,1
Sog‘lom ovqatlanish sizga ko‘proq energiya beradi,1
"O‘z sog‘lig‘ingizni qadrlash, uning saqlanishiga yordam beradi",1
Tabiat bilan vaqt o‘tkazish sog‘liqni mustahkamlashning eng yaxshi usulidir,1
Har bir sog‘lom tana yaxshiroq hayotga olib keladi,1
Muvaffaqiyatga erishish uchun orzu qilish va harakat qilish zarur,1
Muvaffaqiyat – bu qat'iyat va mehnatning natijasidir,1
O‘z maqsadlaringizga erishish uchun harakatda bo‘lishingiz kerak,1
Muvaffaqiyatni o‘zingiz belgilaysiz,1
Muvaffaqiyat har bir kichik qadamda yashaydi,1
Maqsadlaringizni aniqlang va ularni amalga oshirishga intiling,1
"Har bir yutuq, katta mehnat va intilishning natijasidir",1
Muvaffaqiyat yo‘lida ishonch va qat'iyat zarur,1
Muvaffaqiyatning siri – ijobiy fikrlash va davomiy harakat,1
Har doim o‘z maqsadingizga sodiq qoling,1
Do‘stlik va yordam hayotdagi eng qimmatli ne'matlardir,1
Boshqalarga yordam berish sizni baxtli qiladi,1
Do‘stlar bilan vaqt o‘tkazish hayotga rang-baranglik keltiradi,1
Do‘stlikda samimiyat va sadoqat asosiy qadriyatdir,1
Yaxshi do‘stlar har qanday vaziyatda yoningizda bo‘ladi,1
O‘zaro yordam bizni kuchli qiladi,1
Do‘stlar bilan yaxshi vaqt o‘tkazish hayotni yanada mazmunli qiladi,1
Yaxshi do‘stlar sizni hech qachon yolg‘iz qoldirmaydi,1
Yangi do‘stliklar hayotingizni yanada boyitadi,1
Boshqalarga yordam berish dunyoni yaxshilaydi,1
Tabiatning go‘zalligi hayotingizni boyitadi,1
Tabiatda vaqt o‘tkazish sizni yangilaydi,1
Tabiatdagi tinchlik ruhni tinchlantiradi,1
Har bir yangi manzara o‘ziga xos go‘zallikka ega,1
Tabiatdagi o‘zgarishlar bizga yangi imkoniyatlar eslatadi,1
Tabiat bilan bog‘lanish sizning ruhiy holatingizni yaxshilaydi,1
Tabiatni sevish sizga yangi hayotiy energiya beradi,1
Tabiatdagi go‘zallikni qadrlash hayotingizni go‘zallashtiradi,1
Tabiatda bo‘lishda yangi ilhom topish mumkin,1
Tabiat bizni o‘zining go‘zalligi bilan ilhomlantiradi,1
Hozirgi kunda vaqtni samarali boshqarish muhim,0
Hamma narsani yaxshi niyat bilan qilish kerak,0
Odamlar turli fikrlarga ega,0
Hayotda ba'zan qiyinchiliklarga duch kelishimiz mumkin,0
Har bir insonning o‘ziga xos orzulari bor,0
"Vaqt o‘tgan sari, biz o‘zgarmoqdamiz",0
Odamlar bir-biriga turli xil yordam berishadi,0
Hayotdagi o‘zgarishlarga tayyor bo‘lish zarur,0
Har bir holatda ehtiyotkorlik muhimdir,0
Ba’zi paytlarda odamlar o‘z hissiyotlarini boshqarishda qiyinchiliklarga duch keladi,0
Fikrlar turlicha bo‘lishi mumkin,0
O‘zaro muloqotda to‘g‘ri so‘zlar tanlash zarur,0
Insonlar ba'zida o‘zgarishga ehtiyoj sezadi,0
Yangi narsalarni o‘rganish hayotda muhim ahamiyatga ega,0
Ba'zida odamlar bir-birini noto‘g‘ri tushunishi mumkin,0
O‘zgartirishlar va yangilanishlar hayotning bir qismi hisoblanadi,0
Odamlar ba'zida har xil holatlarda yordamga muhtoj bo‘ladi,0
Har bir qaror turli natijalarga olib kelishi mumkin,0
Hayotda har xil variantlar mavjud,0
Hamma narsaga o‘zgacha qarash mumkin,0
Ba’zida sabr-toqat kerak bo‘ladi,0
Har bir odamning o‘z maqsadi bor,0
Ba'zi hollarda xavotirlanish tabiiy holat,0
Odamlar turli joylarda va turli sharoitlarda yashashadi,0
Vaqt o‘tishi bilan odamlar yangi narsalar o‘rganadi,0
Tinchlikni saqlash har doim muhimdir,0
Turli manbalardan ma'lumot olish zarur,0
Har bir inson o‘z yo‘lini topadi,0
Ba'zida shaxsiy fikrlar boshqalar bilan to‘qnash kelishi mumkin,0
Hayotda ba'zan kutish kerak bo‘ladi,0
Barcha insonlar o‘z maqsadlariga erishish uchun harakat qilishadi,0
Turli xatoliklar va kamchiliklar hayotning bir qismi bo‘lishi mumkin,0
Ba'zida odamlar o‘z muammolarini boshqalarga aytishni afzal ko‘rishadi,0
Insonlar har xil vaziyatlarda turli xil qarorlar qabul qilishadi,0
Hayotda muammolarni hal qilish uchun ko‘p yo‘llar mavjud,0
Odamlar har xil fikrlarni tushunishga harakat qilishadi,0
Ba'zida vaqtni to‘g‘ri baholash kerak,0
Har bir insonning shaxsiy ishonch chegaralari bor,0
Odamlar ba'zida bir-biriga yordam berishadi,0
"Ko‘pincha, sabr qilish natijalarni yaxshilaydi",0
Yangi o‘rgangan narsalarni qo‘llash zarur,0
Hayotda ba'zi narsalar kutishdan keyin aniq bo‘ladi,0
Odamlar ba'zida xatolardan o‘rganishadi,0
Har bir kunda yangi imkoniyatlar paydo bo‘lishi mumkin,0
Turli odamlarning turli ehtiyojlari bor,0
Insonlar bir-biriga to‘g‘ri maslahatlar berishadi,0
Har bir insonning o‘z ustida ishlash va o‘sish imkoniyatlari bor,0
Ko‘plab turli maqsadlar hayotda ahamiyatga ega,0
Ba'zida vaqtni to‘g‘ri baholash kerak bo‘ladi,0
Odamlar ba'zida qarorlar qabul qilishda o‘zini noqulay his qilishadi,0
O‘zgarishlar hayotga yangilik olib keladi,0
Ba’zan odamlar o‘zaro tushunmovchiliklarga duch kelishadi,0
Ba’zi odamlar yangi narsalarni qabul qilishga tayyor emas,0
Boshqa odamlar bilan yaxshi muloqot o‘rnatish muhim,0
Hayotda ba'zan kutish kerak,0
Insonlar ba'zan o‘z hayotini o‘zgartirishga harakat qilishadi,0
Ba'zan odamlar bir-biriga yordam berishadi,0
Odamlar har doim o‘zlarini yaxshilashga intilishadi,0
Boshqalarga yordam berish o‘zini baxtli qilishga olib keladi,0
O‘zgarishlarga tayyor bo‘lish hayotni o‘zgartiradi,0
Boshqalar bilan yaxshi munosabatda bo‘lish zarur,0
Ba'zan o‘zgarishlarni kutish kerak,0
Odamlar har doim o‘zini rivojlantirishga harakat qilishadi,0
Ko‘plab odamlar yangi g‘oyalar bilan kelishadi,0
Ba'zan harakat qilishdan avval yaxshilab o‘ylash zarur,0
Odamlar ba'zan o‘zini to‘liq anglamaydi,0
Har bir insonning turli ehtiyojlari va xohishlari bor,0
O‘rganish jarayonida sabr qilish kerak,0
Odamlar turli muammolarni hal qilishda turlicha yondashishadi,0
O‘zgarishlar hayotga yangi imkoniyatlar yaratadi,0
Insonlar ko‘pincha qarorlar qabul qilishda xato qilishadi,0
Odamlar har doim yangi narsalar o‘rganishga intilishadi,0
Ba'zan boshqalar bilan o‘z fikrlaringizni almashish foydali bo‘ladi,0
Ko‘plab insonlar yangi imkoniyatlar izlashadi,0
Ba’zan yangi narsalarni o‘rganish qiyin bo‘lishi mumkin,0
Insonlar o‘z fikrlarini o‘zgartirishga tayyor bo‘lishlari kerak,0
"Odamlar bir-biriga yordam berishadi, lekin ba'zan bu yordam yetarli bo‘lmasligi mumkin",0
Ba'zida muammo ustida ko‘proq o‘ylash kerak,0
Odamlar har doim yangi g‘oyalarni ko‘rib chiqishadi,0
Hayot har doim kutganimiz kabi bo‘lmaydi,-1
Ba'zan orzularimiz amalga oshmaydi,-1
Odamlar ba'zida o‘z xatolarini tan olishda qiyinchiliklarga duch kelishadi,-1
Ba'zan o‘zgarishlarga tayyor bo‘lish juda qiyin,-1
Har bir qaror o‘zining salbiy oqibatlarini keltirib chiqarishi mumkin,-1
"Ba’zan, odamlar o‘z orzularini amalga oshira olmaydi",-1
Tuhmatlar va yolg‘on gaplar hayotni murakkablashtiradi,-1
Ba'zida odamlar bir-birining his-tuyg‘ularini noxush tarzda tushunishadi,-1
Ba'zida ishonchni tiklash juda qiyin bo‘ladi,-1
Ba'zan nima qilish kerakligini bilish juda qiyin,-1
Ba'zida o‘z hissiyotlarini boshqarish juda murakkab bo‘ladi,-1
Hayotdagi ba'zi muammolarni hal qilish mumkin emas,-1
Odamlar ba’zan o‘zlarini muvaffaqiyatsiz his qilishadi,-1
Har doim yangi boshlanishlar har doim yaxshi natijalarga olib kelmaydi,-1
Odamlar ba'zida o‘zlarini anglashda qiyinchiliklarga duch kelishadi,-1
Ba'zan muammolarni hal qilish juda murakkab bo‘ladi,-1
O‘zgarishlar ba'zan kutilgan natijalarni bermaydi,-1
Ba'zida vaqtni o‘tkazishdan boshqa hech narsa qolmaydi,-1
Odamlar ba'zida qiyin vaziyatlarda o‘zlarini yolg‘iz his qilishadi,-1
Ba'zida nima qilish kerakligini bilish juda qiyin,-1
O‘zgarishlarga tayyor bo‘lish ko‘p vaqt talab qiladi,-1
Ba'zan ba'zi qarorlar biz uchun noto‘g‘ri bo‘lishi mumkin,-1
"Ba'zan, o‘zgarishlarga qarshi chiqish qiyin bo‘ladi",-1
Odamlar ba'zida o‘zlarini baxtsiz his qilishadi,-1
Ba'zida ba'zi narsalar bo‘yicha qaror qabul qilish qiyin bo‘ladi,-1
Har doim barcha o‘zgarishlar yaxshi bo‘lmaydi,-1
"Ba'zan, ba’zi odamlar bizni noto‘g‘ri tushunishadi",-1
Ba’zida odamlar bir-birining hissiyotlarini noto‘g‘ri tushunishadi,-1
O‘zgartirishlar ba'zida hayotni osonlashtirmaydi,-1
Ba'zan harakat qilishdan avval yaxshilab o‘ylash kerak bo‘ladi,-1
Odamlar ba'zida o‘zlari uchun yaxshi qarorlarni qabul qilishda qiyinchiliklarga duch kelishadi,-1
"Ba'zan, vaqtni yo‘qotish noxush ta'sir ko‘rsatishi mumkin",-1
Ba’zan odamlar ko‘p vaqtni boshqalar bilan muomala qilishga sarflaydi,-1
"Ba'zan, biz uchun to‘g‘ri qaror qabul qilish juda qiyin bo‘ladi",-1
O‘zgarishlarni kutish ba'zida o‘zini kutilmagan natijalarga olib keladi,-1
Ba'zan o‘zgarishlar hayotga ko‘p stress olib keladi,-1
Har bir insonning ba'zida o‘ziga nisbatan noxush fikrlar bo‘ladi,-1
Ba'zan o‘z fikrlaringizni boshqalarga yetkazish qiyin bo‘ladi,-1
Ba'zida odamlar bir-biriga kerakli yordamni bera olmaydi,-1
Ba'zan odamlar o‘zlarini tushunishda qiyinchiliklarga duch kelishadi,-1
"Ba'zan, hayotda ba'zi narsalarni o‘zgartirish juda kech bo‘ladi",-1
O‘zgarishlar ba'zan yangi qiyinchiliklarni keltirib chiqaradi,-1
Ba'zida sabr-toqatni saqlash juda qiyin bo‘ladi,-1
"Ba'zan, qarorlar qabul qilishdan keyin afsuslanish mumkin",-1
Odamlar ba'zan o‘zgarishga qarshi chiqishadi,-1
"Ba'zan, o‘zgarishlar har doim foydali bo‘lmaydi",-1
Odamlar ba'zan o‘z orzularidan voz kechishadi,-1
Hayotda har doim yaxshi natijalarga erishish mumkin emas,-1
"Ba’zan, o‘zgarishlarga qarshi turish oson bo‘lmaydi",-1
Ba'zida harakatlarimiz boshqalarga zarar yetkazishi mumkin,-1
"Ba’zan, odamlar baxtsizlikni boshdan kechiradi",-1
"Ba'zan, yangi boshlanishlar bilan o‘zgartirishlar qilinsa ham, barcha narsa yaxshi bo‘lmaydi",-1
O‘zgarishlar ba'zan insonni qiynaydi,-1
"Ba'zan, o‘zgarishlarga qarshi chiqish juda murakkab bo‘ladi",-1
Ba’zan o‘zgarishlar ba'zi narsalarni yaxshi qilishga yordam bermaydi,-1
Ba'zan odamlar bir-biriga yordamsiz qolishadi,-1
Ba'zan o‘zgarishlar kutilgan natijalarni bermaydi,-1
Har bir o‘zgarishning salbiy ta'sirlaridan qochish qiyin,-1
"Ba'zan, ba'zi qarorlar kech amalga oshiriladi",-1
Ba'zan odamlar o‘zlarining xatolaridan o‘rgana olmaydi,-1
O‘zgarishlar ba'zan insonni to‘liq anglamay qolishiga olib keladi,-1
"Ba'zan, barcha o‘zgarishlar foydali bo‘lmaydi",-1
Ba'zan odamlar o‘z hissiyotlarini ifoda eta olmaydi,-1
Ba'zan hayotda o‘zgarishlar umidlarni so‘ndiradi,-1
Ba'zida o‘zgarishlar boshqalarga zarar etkazadi,-1
"Ba’zan, o‘zgarishlar uchun vaqt yetarli bo‘lmasligi mumkin",-1
Ba'zida o‘zgarishlar mavjud holatni yaxshilamaydi,-1
"Ba'zan, biror ishni o‘zgartirish juda qiyin",-1
Ba'zan yangi boshlanishlar umidlarni o‘zgartiradi,-1
Ba'zida qarorlar qabul qilishda noaniqliklar bo‘ladi,-1
Ba'zida odamlar o‘zgarishga tayyor emas,-1
"Ba'zan, o‘zgarishlar kutilgan natijalarni bermaydi",-1
Ba'zida o‘zgarishlar insonga qiyinchiliklar keltiradi,-1
Kitoblar stolning ustida turibdi,0
Kompyuter yaxshi ishlayapti,0
Uchinchi qavatda darslar davom etmoqda,0
Ishonchli manbalardan ma'lumotlar olinmoqda,0
Men bir nechta yangi dasturiy ta'minotlarni o'rganmoqchiman,0
Usta ishni tugatib bo'ldi,0
Poyafzalni oldingi eshikdan olib ketishingiz mumkin,0
"Kafe yopiq, lekin nonushta tayyorlangan",0
O'quvchilar darsni kutishmoqda,0
Kitoblarning narxi ko'tarildi,0
Mashina avtozavodda ta'mirlanmoqda,0
Dasturlash bo'yicha kurslar mavjud,0
Shahar markazidagi do'konlar to'liq ishlayapti,0
Restoran yangi taomlar qo'shdi,0
O'rtacha harorat 15 daraja atrofida bo'ladi,0
Kompyuterda yangi fayllar saqlangan,0
Boshqa jamoa bilan kelishuvlar bo'yicha gaplashyapmiz,0
Kitobni bir soat ichida qaytarib berish kerak,0
Jurnalistlar yangiliklar tayyorlamoqda,0
Bugun oqshomda yangi film chiqariladi,0
Yangi dastur yangilandi,0
Mebel do'koni yangilanishga tayyorlanmoqda,0
O'quvchi yirik ilmiy tadqiqotga tayyorlanmoqda,0
Kompyuterning yangilanishi kerak,0
Ikkita variantdan birini tanlash kerak,0
Mahsulotlarni yetkazib berish boshlanishi kerak,0
Bazar soat 9:00 da ochiladi,0
O'qituvchilar yangi o'quv yiliga tayyorlanmoqda,0
Mijozlar uchun yangi xizmatlar mavjud,0
Yangi telefon modelini sinab ko'rish mumkin,0
Uyda yangi mebel o'rnatilmoqda,0
Kitoblar to'plamiga yangilanishlar kiritildi,0
Sartaroshxonada kutishlar davom etmoqda,0
Filmni bugun kechqurun namoyish etiladi,0
Tadqiqot davom etmoqda,0
Yangi ilmiy ma'lumotlar mavjud,0
O'qish uchun yangi dasturlar tayyorlanmoqda,0
Raqamli qurilmalar yangilanmoqda,0
Tashrif buyuruvchilar uchun yangi yo'l ochildi,0
Yangi ish rejasi tuzilmoqda,0
Mahsulotlarning narxi o'zgarmadi,0
Kitoblar yangilandi va qayta chop etildi,0
Avtomobilning texnik ko'rikdan o'tganiga bir hafta bo'ldi,0
Barcha zarur hujjatlar tayyor,0
O'qituvchi darsni boshlashga tayyorlanmoqda,0
Tadbirda yangi ishtirokchilar bor,0
Mebelni to'liq yig'ish kerak,0
Yangi filmni kuzatib borish kerak,0
Ma'lumotlar tahlil qilinmoqda,0
So'rovnoma natijalari tayyor,0
Tashrifni belgilash uchun vaqtni tasdiqlash kerak,0
Sportchilar uchun yangi jismoniy mashqlar tayyorlangan,0
To'plangan ma'lumotlar tekshirilmoqda,0
Ishlab chiqarish rejalari bo'yicha maslahatlashish zarur,0
Kitoblar yangi chop etish uchun tayyorlangan,0
Tez orada yangi loyiha boshlanadi,0
O'yin yangi versiyasi chiqdi,0
Ta'lim kurslari yangilandi,0
Yangi dastur sinovdan o'tkazilmoqda,0
O'quvchilar testni muvaffaqiyatli topshirishdi,0
Turli dasturlarni sinovdan o'tkazish davom etmoqda,0
Restoranlar orasida narxlar taqqoslanmoqda,0
Shahar transport tizimi yangilanishi kutilmoqda,0
O'qituvchilar yangi darslarni tayyorlamoqdalar,0
Yangi mavzu o'quvchilarga taqdim etildi,0
Dasturda kichik tuzatishlar amalga oshirildi,0
Xizmatlar jadvali yangilandi,0
Yangi tizimni o'rganish davom etmoqda,0
O'zgarishlar qabul qilingan va amalga oshirilmoqda,0
Kitoblar yangi nashriyotda chop etilmoqda,0
Jurnalistlar yangi maqola tayyorlashmoqda,0
Yangi tadbirda ishtirok etish rejalashtirilgan,0
Ijtimoiy tarmoqlarda yangi yangiliklar e'lon qilindi,0
Shahar hokimiyati yangi reja ishlab chiqmoqda,0
Yangi texnologiyalarni joriy qilish bo'yicha ishlar davom etmoqda,0
Bajariladigan ishlar rejalashtirilmoqda,0
O'qituvchilar yangi yil dasturini ishlab chiqmoqdalar,0
Raqamli tizimdagi yangiliklar tekshirilmoqda,0
Sport musobaqasi tugadi,0
O'quvchilarni yangi kurslarga yo'naltirish rejalashtirilgan,0
Harakatlar rejasi tuzildi,0
O'zgarishlar uchun zarur hujjatlar tayyorlanmoqda,0
Yangi sayt ishga tushirilmoqda,0
Filmni kino teatrlari tomonidan ko'rsatilmoqda,0
Tadqiqotlarni taqdim etish uchun yangi format tayyorlanmoqda,0
Bozorni o'rganish davom etmoqda,0
Test natijalari chiqarildi,0
O'qituvchi yangi resurslarni taqdim etdi,0
Shahar rejalari bo'yicha yangi tahlil qilinmoqda,0
Xodimlar yangi kurslar bo'yicha tayyorlanmoqda,0
Yangi g'oyalar ishlab chiqilmoqda,0
To'plamlar yangi ko'rinishda ishlab chiqiladi,0
Ma'lumotlar tahlil qilishni boshlash zarur,0
Kitoblarni qayta nashr etish uchun tayyorlash zarur,0
O'quvchilarning baholari yangilandi,0
Yangi usul bo'yicha tahlil qilinmoqda,0
Yangi mahsulotlar taqdimotga tayyor,0
Tashkilotning yangi qoidalari ishlab chiqilmoqda,0
Yangi dasturlarni amaliyotda qo'llash bo'yicha ishlar boshlanadi,0
Ba'zan hech nima kutganingdek bo'lmaydi,-1
Orzularingni amalga oshirish qiyin bo‘lishi mumkin,-1
Ba'zan harakatlaringizni anglamaslik mumkin,-1
Nima uchun ba'zan hech narsa o‘zgarmaydi?,-1
Ba'zi qarorlar bizni noqulay holatga keltiradi,-1
Ko‘p vaqtni yo‘qotganingni sezmaslik mumkin,-1
Ba'zida hech narsa o'zgarmasligini his qilasiz,-1
Odamlar ba'zan bir-birlarini tushunmasliklari mumkin,-1
Ba'zan vaqtni yo‘qotishdan boshqa hech narsa qolmaydi,-1
Ba'zan qo‘lga kiritilgan muvaffaqiyatni saqlash juda qiyin,-1
Ba'zida omad bizni tark etadi,-1
Ba'zida yutuqlar kutganingizdan kam bo‘ladi,-1
Ba'zan kutilgan yordamni olish mumkin emas,-1
Ba'zan eng yaxshi niyatlar ham noto‘g‘ri natijalarga olib kelishi mumkin,-1
Ba’zan har bir qarorning salbiy oqibatlari bo‘ladi,-1
Hech qanday harakat foyda bermasligi mumkin,-1
Ba'zan qarorlarimiz to‘g‘ri chiqmasligi mumkin,-1
Har bir muvaffaqiyatning orqasida qiyinchiliklar bor,-1
Ba'zan o‘zgarishlarga qarshi turish qiyin bo‘ladi,-1
Ba'zan ishonchli odamlar ham sizni xafa qiladi,-1
Har bir qo‘rqinch hech vaqt yo‘qolmaydi,-1
Ba'zan insonlar o‘zini o‘zgartirishga tayyor emas,-1
Ba'zan sabr toqatga chidash qiyin bo‘ladi,-1
Yangi boshlanishlar kutilgan natijalarni bermaydi,-1
"Ba'zan, xatolarimizni tuzatish juda qiyin",-1
"Ba'zida, o‘zgarishlar bizning hayotimizga zarar keltirishi mumkin",-1
Ba'zan bizni eng yaxshi do'stlarimiz ham xafa qiladi,-1
Har bir yangi boshlanish ba'zan eski xatolarni takrorlaydi,-1
Ba'zan odamlar o‘z fikrlarini to‘g‘ri ifodalay olmaydi,-1
Ba'zida kelajak haqidagi xavotirlar o‘zini boshqarishdan chiqadi,-1
Ba’zan o‘zgarishlarga qarshi bo‘lish tabiiy,-1
Ba'zan baxtni topish juda qiyin,-1
Ba'zan o‘z xatolarini anglash ham mumkin emas,-1
Ba’zan hatolar o‘zingizni yaxshilashingizga to‘sqinlik qiladi,-1
Ba'zan odamlar bilan bog‘lanish juda qiyin bo‘ladi,-1
Ba'zan kelajakdagi qarorlar noaniq bo‘ladi,-1
Ba'zan hech narsa anglanmaydi,-1
Ba'zan harakat qilishning o‘zi juda qiyin bo‘ladi,-1
Ba'zan o‘zgarishlar natija bermaydi,-1
Ba'zida sabr qilish juda charchatadi,-1
Ba'zida baxtsizliklarning oldini olish mumkin emas,-1
Hayotda ko‘p marta muvaffaqiyatsizliklarga duch kelasiz,-1
Ba'zan yangi boshlanishlar xatolarga olib keladi,-1
Ba’zan har bir qaror salbiy oqibatlarga olib keladi,-1
O‘zgarishlar har doim kutilgan natijalarni bermaydi,-1
Ba'zida vaqtni o‘tkazish noqulay bo‘lishi mumkin,-1
Hayotda ba'zi narsalar o‘zgarmaydi,-1
Ba'zan eng yaxshi niyatlar ham noto‘g‘ri natijalarni keltirib chiqaradi,-1
Ba’zan yutuqlar bir necha marta boshlanadi,-1
Ba'zan harakatlaringiz foyda keltirmaydi,-1
Hech qanday o‘zgarishlar amalga oshirilmaydi,-1
O'zgarishlar ba'zan yanada noqulay holatlarga olib keladi,-1
Ba'zida o‘zgarishlarga qarshi chiqish qiyin bo‘ladi,-1
Ba'zan o‘zgartirishlarga tayyor bo‘lmaslik mumkin,-1
Ba'zan muammolarni hal qilish mumkin emas,-1
Ba'zan har bir qadamni oldinga tashlash qiyin bo‘ladi,-1
Ba'zan hayotdagi eng yaxshi g‘oyalar ham amalga oshmaydi,-1
Ba'zan istalgan natijaga erishish mumkin emas,-1
O‘zgartirishlar ba'zan yanada murakkablashtiradi,-1
Ba'zan orzularni amalga oshirishning o‘zi noaniq bo‘ladi,-1
Ba'zan o‘zgarishlarga moslashish juda qiyin,-1
Ba'zan yaxshi niyatlar xato bo‘lishi mumkin,-1
Ba'zan qarorlarimizni yangilashning o‘zi noaniq bo‘ladi,-1
Ba'zan muvaffaqiyat o‘z vaqtida kelmaydi,-1
"Ba'zida qarorlar to‘g‘ri bo‘lsa ham, natijalar kutilganidek bo‘lmaydi",-1
O‘zgarishlarga qarshi turish qiyin bo‘ladi,-1
Ba'zan kelajakdagi qarorlarni oldindan taxmin qilish juda mushkul,-1
Ba'zan eng to‘g‘ri qarorlar ham kutilgan natijalarni bermaydi,-1
Ba'zan hayotdagi yutuqlarni saqlash juda qiyin,-1
Ba'zan to‘g‘ri yo‘lni topish juda murakkab bo‘ladi,-1
Ba'zan qiyin vaziyatlarga tuzoqdan chiqish qiyin bo‘ladi,-1
Ba'zan qarorlar hayotdagi o‘zgarishlarga olib kelmasligi mumkin,-1
Ba'zan eng yaxshi yondashuvlar ham kutilgan samara bermaydi,-1
Ba'zan eski xatolarni qaytarish mumkin,-1
Ba'zan noxush hodisalar hayotingizga kirib keladi,-1
Ba'zan har bir qadamdan so‘ng boshqa qiyinchiliklar chiqadi,-1
Ba'zan odamlar bir-birlarini tushunmasliklari mumkin,-1
Ba'zan shartlar o‘zgarishlarga qarshi turishni qiyinlashtiradi,-1
Ba'zan muvaffaqiyatsizliklar barchasini buzadi,-1
Ba'zan sabr qilishni o‘rgatish qiyin bo‘ladi,-1
Hayotda ba'zan ko‘p xatolarni to‘g‘rilash mumkin emas,-1
Ba'zan harakatlarimizni to‘g‘ri yo‘lga yo‘naltirish qiyin,-1
Ba'zida o‘zgarishlarga qarshi turish juda katta kuch talab qiladi,-1
O‘zgarishlar ba'zida yanada yomonlashishga olib keladi,-1
Ba'zan baxtsizliklarga qarshi kurashishning o‘zi noaniq bo‘ladi,-1
Ba'zan har bir o‘zgarishning oxirida salbiy ta'sirlar bo‘ladi,-1
Ba'zan hayotda kutganimizdan yaxshiroq narsa bo‘lmaydi,-1
Ba'zan qarorlarimiz noto‘g‘ri chiqadi,-1
Ba'zan kelajakdagi holatlar noaniq bo‘ladi,-1
Hayotda ba'zan barcha narsalar o‘zgarmasligiga duch kelasiz,-1
Ba'zan qarorlarimizni amalga oshirish uchun kerakli vositalar yo‘q,-1
Ba'zan hech narsa to‘g‘ri kelmasligi mumkin,-1
Ba'zan o‘zgarishlar bizni qoniqtirmaydi,-1
Ba'zan harakatlar natija bermaydi,-1
O‘zgarishlar kutilgan natijalarni bermaydi,-1
Ba'zan qarorlarimizni to‘g‘ri anglash juda qiyin bo‘ladi,-1
